Station ID,Station Marketing Name,Company Name,Mailing address,Mailing address postal code,Phone,Street Address,Street address postal code,Municipality,County,Country,Fax,Bankgiro,Postgiro,Org. number,Branch ID,MSI number,Has real estate,Report / KPI Attendant,Customer number,Customer number logistic,EAN code,Retailer ID,Equipment ID,Customer no. Wholesaler,Uffe owner number,Direct category shipment,Ownership/OperationType,Previous owner/Operation,Date of change,Station type,Status,Unit,Category,Price profile,Cluster,In Operation from,In operation to,Engineer district,Sales zone,Always Open,Working Days,Saturdays,Sundays,X-Coord,Y-Coord,Services,Fuels,Display Name,Country Code
70456,STATOIL 1-2-3 ŁÓDŹ,STATOIL POLAND,,,22-255 22 55,ul. Warecka 14-20,91-202 Łódź,Łódź,Łódzkie,Poland,(042) 650 52 12,,,,,,N,No / No,,,5909000540316,,,,,,CO/CO,CO/DO,01-07-2009,Service Station,Active,Retail Station,1-2-3,,,2001-10-19,,Not Entered PL,Zbigniew Maciaszek,,07.00-21.00,07.00-21.00,08.00-20.00,19.396006,51.797833,Routex Atlas,"miles 95, miles 98, miles Diesel","Statoil 1-2-3 Łódź, Warecka ",PL
70457,STATOIL ŁÓDŹ,STATOIL POLAND,,,42-616 02 66,ul. Zgierska 65,91-463 Łódź,Łódź,Łódzkie,Poland,(042) 616 03 11,,,,,,N,No / No,,,5909000540323,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-11-29,,Not Entered PL,Zbigniew Maciaszek,00.00-24.00,,,,19.450058,51.791064,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Łódź, Zgierska 65",PL
70458,STATOIL 1-2-3 INOWROCŁAW,STATOIL POLAND,,,22-255 22 55,ul. Miechowicka 1,88-100 Inowrocław,Inowrocław,Kujawsko-Pomorskie,Poland,(052) 354 63 75,,,,,,N,No / No,,,5909000541863,,,,,,CO/CO,CO/DO,01-07-2010,Service Station,Active,Retail Station,1-2-3,,,2004-09-15,,Not Entered PL,Katarzyna Rajewska,,06.00-22.00,06.00-22.00,07.00-21.30,18.256742,52.780156,"Car wash, Routex Atlas","miles 95, miles 98, miles Diesel, Supragaz",Statoil 1-2-3 Inowrocław ,PL
70461,"STATOIL GNIEZNO, Żwirki i Wigury",STATOIL POLAND,,,61-424 15 62,ul. Żwirki i Wigury 8,62-200 Gniezno,Gniezno,Wielkopolskie,Poland,(061) 424 15 63,,,,,,N,No / No,,,5909000542013,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1997-11-21,,Not Entered PL,Katarzyna Rajewska,00.00-24.00,,,,17.607569,52.539056,"ATM, Car wash, Made to Go fast food, Routex Atlas, Trailer rental","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Gniezno, Żwirki I Wigury",PL
70463,STATOIL SZCZECIN,STATOIL POLAND,,,91 461 23 53,ul. Gryfińska 60,70-772 Szczecin,Szczecin,Zachodniopomorskie,Poland,(091) 461 23 66,,,,,,N,No / No,,,5909000540934,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1997-08-28,,Not Entered PL,Krzysztof Stankiewicz,00.00-24.00,,,,14.642289,53.384992,"Car wash, Made to Go fast food, Routex Atlas, Trailer rental","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Szczecin,PL
70471,STATOIL KUDOWA ZDRÓJ,STATOIL POLAND,,,74-866 35 02,ul. Słone 131A,57-350 Kudowa Zdrój,Kudowa Zdrój,Dolnosląskie,Poland,(074) 866 35 01,,,,,,N,No / No,,,5909000542136,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-06-22,,Not Entered PL,Piotr Stawski,00.00-24.00,,,,16.207072,50.433778,"Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Kudowa Zdrój,PL
70473,STATOIL RYBNIK,STATOIL POLAND,,,32-423 65 05,ul. Wodzisławska 180,44-218 Rybnik,Rybnik,Śląskie,Poland,(032) 423 88 36,,,,,,N,No / No,,,5909000541047,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-10-18,,Not Entered PL,Arnold Smolarek,00.00-24.00,,,,18.520594,50.074775,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Rybnik,PL
70478,STATOIL JAWORZNO,STATOIL POLAND,,,32-615 62 72,Al. Piłsudskiego 55,43-600 Jaworzno,Jaworzno,Śląskie,Poland,(032) 616 54 46,,,,,,N,No / No,,,5909000541108,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-08-19,,Not Entered PL,Łukasz Dąbrowski,00.00-24.00,,,,19.251650,50.217775,"Car wash, Made to Go fast food, Routex Atlas, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Jaworzno,PL
70479,STATOIL CZELADŹ,STATOIL POLAND,,,32-265 70 40,ul. Staszica 7,41-250 Czeladź,Czeladź,Śląskie,Poland,(032) 265 74 10,,,,,,N,No / No,,,5909000541115,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-06-04,,Not Entered PL,Arnold Smolarek,00.00-24.00,,,,19.070925,50.316894,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz",Statoil Czeladź,PL
70480,STATOIL WROCŁAW,STATOIL POLAND,,,71-327 88 25,ul. Dmowskiego 5,50-203 Wrocław,Wrocław,Dolnosląskie,Poland,(071) 327 99 21,,,,,,N,No / No,,,5909000540422,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-07-21,,Not Entered PL,Piotr Bartoszewicz,00.00-24.00,,,,17.021528,51.117258,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Wrocław,PL
70482,STATOIL OŚWIĘCIM,STATOIL POLAND,,,33-842 01 54,ul. Dąbrowskiego 32,32-600 Oświęcim,Oświęcim,Małopolskie,Poland,(033) 842 01 60,,,,,,N,No / No,,,5909000542273,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2005-05-19,,Not Entered PL,Łukasz Dąbrowski,00.00-24.00,,,,19.232186,50.038108,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Oświęcim,PL
70484,STATOIL LUBLIN,STATOIL POLAND,,,81-527 31 12,ul. Jana Pawła II 15,20-535 Lublin,Lublin,Lubelskie,Poland,(081) 527 31 13,,,,,,N,No / No,,,5909000540736,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-11-19,,Not Entered PL,Irek Bakalarski,00.00-24.00,,,,22.517528,51.228194,"Car wash, Made to Go fast food, Routex Atlas, Trailer rental","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Lublin, Jana Pawła Ii",PL
70497,STATOIL JELENIA GÓRA,STATOIL POLAND,,,75-753 37 87,ul. Grunwaldzka 4,58-500 Jelenia Góra,Jelenia Góra,Dolnosląskie,Poland,(075) 753 37 88,,,,,,N,No / No,,,5909000541702,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-10-01,,Not Entered PL,Piotr Stawski,00.00-24.00,,,,15.737556,50.908319,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Jelenia Góra,PL
70498,STATOIL KIELCE,STATOIL POLAND,,,41-344 40 11,ul. Źródłowa 14,25-335 Kielce,Kielce,Świętokrzyskie,Poland,(041) 343 14 53,,,,,,N,No / No,,,5909000540699,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-06-11,,Not Entered PL,Irek Bakalarski,00.00-24.00,,,,20.641344,50.868433,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel",Statoil Kielce,PL
70500,STATOIL ZIELONA GÓRA,STATOIL POLAND,,,68-324 72 74,Al. 3-go Maja 20,65-803 Zielona Góra,Zielona Góra,Lubuskie,Poland,(068) 324 72 75,,,,,,N,No / No,,,5909000541832,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2000-09-16,,Not Entered PL,Rafał Gardzielewski,00.00-24.00,,,,15.511147,51.936844,"Car wash, Made to Go fast food, Routex Atlas","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Zielona Góra, 3 Maja",PL
70502,STATOIL ZDUŃSKA WOLA,STATOIL POLAND,,,43-824 66 27,ul. Łaska 143-145,98-220 Zduńska Wola,Zduńska Wola,Łódzkie,Poland,(043) 824 66 28,,,,,,N,No / No,,,5909000541627,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-09-30,,Not Entered PL,Katarzyna Rajewska,00.00-24.00,,,,18.961878,51.592989,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Zduńska Wola, Łaska",PL
70509,STATOIL RADOM,STATOIL POLAND,,,48 330 86 28,ul. Czarnieckiego 73,26-600 Radom,Radom,Mazowieckie,Poland,(048) 330 86 30,,,,,,N,No / No,,,5909000540873,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-09-29,,Not Entered PL,Mariusz Stasiak,00.00-24.00,,,,21.136075,51.417567,"Made to Go fast food, Routex Atlas, Lounge, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Radom, Czarnieckiego",PL
70513,STATOIL WIELUŃ,STATOIL POLAND,,,43-843 28 44,ul. Głowackiego 34,98-300 Wieluń,Wieluń,Łódzkie,Poland,(043) 843 28 55,,,,,,N,No / No,,,5909000542440,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-09-05,,Not Entered PL,Piotr Bartoszewicz,00.00-24.00,,,,18.562914,51.225558,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz",Statoil Wieluń,PL
70516,"STATOIL WARSZAWA, Towarowa",STATOIL POLAND,,,22 850 18 56,ul. Towarowa 20,00-839 Warszawa,Warszawa,Mazowieckie,Poland,(22) 850 28 68,,,,,,N,No / No,,,5909000540156,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2003-01-08,,Not Entered PL,Marek Traczyk,00.00-24.00,,,,20.987186,52.227928,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz",Statoil Warszawa Owarowa,PL
70517,STATOIL KRAKÓW,STATOIL POLAND,,,12-626 21 04,ul. Armii Krajowej 10,30-150 Kraków,Kraków,Małopolskie,Poland,(012) 626 21 05,,,,,,N,No / No,,,5909000540798,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2003-09-10,,Not Entered PL,Łukasz Dąbrowski,00.00-24.00,,,,19.900425,50.070969,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Kraków, Armii Krajowej",PL
70518,STATOIL PABIANICE,STATOIL POLAND,,,42-227 13 60,ul. Łaska 3-5,95-200 Pabianice,Pabianice,Łódzkie,Poland,(042) 227 13 59,,,,,,N,No / No,,,5909000542280,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-06-25,,Not Entered PL,Zbigniew Maciaszek,00.00-24.00,,,,19.337136,51.664931,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Pabianice, Łaska",PL
70519,STATOIL ALEKSANDRÓW ŁÓDZKI,STATOIL POLAND,,,42-712 60 82,ul. Wojska Polskiego 62-64,95-070 Aleksandrów Łódzki,Aleksandrów Łódzki,Łódzkie,Poland,(042) 712 60 83,,,,,,N,No / No,,,5909000541900,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-06-06,,Not Entered PL,Zbigniew Maciaszek,00.00-24.00,,,,19.314653,51.817656,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Aleksandrów Łódzki, W.polskiego",PL
70522,STATOIL SZCZECIN,STATOIL POLAND,,,91 484 68 06,Al. Bohaterów Warszawy 37G,70-340 Szczecin,Szczecin,Zachodniopomorskie,Poland,(091) 484 68 16,,,,,,N,No / No,,,5909000540941,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-11-16,,Not Entered PL,Krzysztof Stankiewicz,00.00-24.00,,,,14.530083,53.428767,"Car wash, Made to Go fast food, Routex Atlas, Trailer rental","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Szczecin, Bohaterów Warszawy",PL
70533,STATOIL STARACHOWICE,STATOIL POLAND,,,41-273 60 34,Al. Wyzwolenia 45,27-200 Starachowice,Starachowice,Świętokrzyskie,Poland,(041) 273 60 35,,,,,,N,No / No,,,5909000542389,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2001-05-14,,Not Entered PL,Zbigniew Maciaszek,00.00-24.00,,,,21.070578,51.036333,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Starachowice, Wyzwolenia",PL
70535,STATOIL GDAŃSK,STATOIL POLAND,,,58-762 06 12,ul. Marynarki Polskiej 93,80-868 Gdańsk,Gdańsk,Pomorskie,Poland,(058) 762 06 13,,,,,,N,No / No,,,5909000540460,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2000-11-10,,Not Entered PL,Marek Krasuń,00.00-24.00,,,,18.633828,54.378506,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Gdańsk, Marynarki Polskiej",PL
70538,"STATOIL WARSZAWA, Dzika",STATOIL POLAND,,,22-887 27 28,ul. Dzika 29,01-038 Warszawa,Warszawa,Mazowieckie,Poland,(022) 887 27 29,,,,,,N,No / No,,,5909000540163,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2002-10-23,,Not Entered PL,Marek Traczyk,00.00-24.00,,,,20.982414,52.252978,"ATM, Car wash, Made to Go fast food, Routex Atlas, Trailer rental","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Warszawa, Dzika",PL
70539,STATOIL SKARŻYSKO-KAMIENNA,STATOIL POLAND,,,41-252 27 83,ul. Krakowska 144C,26-110 Skarżysko-Kamienna,Skarżysko-Kamienna,Świętokrzyskie,Poland,(041) 252 26 30,,,,,,N,No / No,,,5909000542334,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2001-06-29,,Not Entered PL,Mariusz Stasiak,00.00-24.00,,,,20.849456,51.116772,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Skarżysko-kamienna, Krakowska",PL
70540,STATOIL 1-2-3 BIELSKO BIAŁA,STATOIL POLAND,,,22-255 22 55,ul. Wałowa 21,43-300 Bielsko-Biała,Bielsko Biała,Śląskie,Poland,(033) 819 39 98,,,,,,N,No / No,,,5909000540583,,,,,,CO/CO,CO/DO,01-01-2012,Service Station,Active,Retail Station,1-2-3,,,1999-07-02,,Not Entered PL,Mariusz Kieczek,,06.00-22.00,06.00-22.00,08.00-20.00,19.046833,49.825556,"Routex Atlas, Lounge, Wifi","miles 95, miles 98, miles Diesel, Supragaz",Statoil 1-2-3 Bielsko Biała ,PL
70542,"STATOIL RYBNIK, Kotucza 51",STATOIL POLAND,,,32-423 45 75,ul. Kotucza 51,44-200 Rybnik,Rybnik,Śląskie,Poland,(032) 423 45 76,,,,,,N,No / No,,,5909000541054,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2001-04-11,,Not Entered PL,Arnold Smolarek,00.00-24.00,,,,18.530647,50.096686,"Car wash, Made to Go fast food, Routex Atlas, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel","Statoil Rybnik, Kotucza",PL
70545,STATOIL OLSZTYN,STATOIL POLAND,,,89-533 99 47,ul. Lubelska 10A,10-404 Olsztyn,Olsztyn,Warminsko-Mazurskie,Poland,(089) 533 99 45,,,,,,N,No / No,,,5909000540668,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-06-28,,Not Entered PL,Krzysztof Zwierzycki,00.00-24.00,,,,20.500369,53.784081,"ATM, Car wash, Made to Go fast food, Routex Atlas, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Olsztyn, Lubelska",PL
70548,STATOIL KRAKÓW,STATOIL POLAND,,,12-641 63 11,os. Dywizjonu 303 21A,31-873 Kraków,Kraków,Małopolskie,Poland,(012) 641 63 10,,,,,,N,No / No,,,5909000540804,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-11-30,,Not Entered PL,Łukasz Dąbrowski,00.00-24.00,,,,20.004537,50.087289,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Kraków, Dywizjonu 303",PL
70551,STATOIL JAROSŁAW,STATOIL POLAND,,,16-623 24 80,ul. 3-go Maja 85A,37-500 Jarosław,Jarosław,Podkarpackie,Poland,(016) 623 24 80,,,,,,N,No / No,,,5909000542051,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-01-22,,Not Entered PL,Robert Konieczny,00.00-24.00,,,,22.707969,50.006436,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, TruckDiesel Network, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Jarosław, 3 Maja",PL
70552,STATOIL 1-2-3 KOSTRZYN N/ODRĄ,STATOIL POLAND,,,22-255 22 55,ul. Graniczna 29,66-470 Kostrzyn Nad Odrą,Kostrzyn n/Odrą,Lubuskie,Poland,(095) 727 96 63,,,,,,N,No / No,,,5909000541818,,,,,,CO/CO,CO/DO,01-11-2011,Service Station,Active,Retail Station,1-2-3,,,2004-02-05,,Not Entered PL,Krzysztof Stankiewicz,,07.30-17.30,07.30-17.30,07.30-17.30,14.640798,52.57977,Routex Atlas,"miles 95, miles 98, miles Diesel",Statoil 1-2-3 Kostrzyn N/odrą,PL
70556,STATOIL KRAKÓW,STATOIL POLAND,,,12-413 18 11,ul. Lublańska 16A,31-410 Kraków,Kraków,Małopolskie,Poland,(012) 413 18 11,,,,,,N,No / No,,,5909000540811,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2000-10-02,,Not Entered PL,Łukasz Dąbrowski,00.00-24.00,,,,19.962447,50.084850,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Kraków, Lublańska",PL
70557,STATOIL LĘBORK,STATOIL POLAND,,,59-863 14 20,ul. Abrahama 2,84-300 Lębork,Lębork,Pomorskie,Poland,(059) 863 16 20,,,,,,N,No / No,,,5909000542150,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1998-10-02,,Not Entered PL,Marek Krasuń,00.00-24.00,,,,17.759844,54.532714,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Lębork, Abrahama",PL
70558,STATOIL MALBORK,STATOIL POLAND,,,55-273 29 42,ul. Kopernika 22,82-200 Malbork,Malbork,Pomorskie,Poland,(055) 273 29 46,,,,,,N,No / No,,,5909000542204,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-04-16,,Not Entered PL,Krzysztof Zwierzycki,00.00-24.00,,,,19.031889,54.035114,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Malbork, Kopernika",PL
70561,STATOIL BYTOM,STATOIL POLAND,,,32 280 74 11,ul. Hutnicza 27,41-908 Bytom,Bytom,Śląskie,Poland,(032) 280 71 51,,,,,,N,No / No,,,5909000541139,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2000-06-30,,Not Entered PL,Arnold Smolarek,00.00-24.00,,,,18.863186,50.353342,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi, TruckDiesel Network","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Bytom, Hutnicza",PL
70564,STATOIL LEGNICA,STATOIL POLAND,,,76-851 29 07,ul. Gwarna/Muzealna,59-220 Legnica,Legnica,Dolnosląskie,Poland,(076) 851 29 06,,,,,,N,No / No,,,5909000542143,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-11-25,,Not Entered PL,Piotr Stawski,00.00-24.00,,,,16.158144,51.204739,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Legnica, Gwarna/muzealna",PL
70568,STATOIL TARNOBRZEG,STATOIL POLAND,,,15-823 57 27,ul. Sienkiewicza 78,39-400 Tarnobrzeg,Tarnobrzeg,Podkarpackie,Poland,(015) 823 57 32,,,,,,N,No / No,,,5909000541580,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2001-11-21,,Not Entered PL,Robert Konieczny,00.00-24.00,,,,21.691247,50.570811,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Tarnobrzeg, Sienkiewicza",PL
70570,STATOIL STAROGARD GDAŃSKI,STATOIL POLAND,,,58-775 43 21,ul. Sikorskiego 32,83-200 Starogard Gdański,Starogard Gdański,Pomorskie,Poland,(058) 775 43 24,,,,,,N,No / No,,,5909000542419,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-01-23,,Not Entered PL,Marek Krasuń,00.00-24.00,,,,18.518583,53.972228,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Starogard Gdański, Sikorskiego",PL
70573,"STATOIL BIELSKO BIAŁA, Al. Andersa 47",STATOIL POLAND,,,33-816 93 75,Al. Andersa 47,43-316 Bielsko-Biała,Bielsko Biała,Śląskie,Poland,(033) 816 93 76,,,,,,N,No / No,,,5909000540590,,,,,,CO/CO,CO/CO,,Service Station,Active,Retail Station,Statoil Servicenter,,,,,Not Entered PL,Mariusz Kieczek,00.00-24.00,,,,19.038906,49.800216,"Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Bielsko Biała, Al. Andersa",PL
70574,STATOIL GDYNIA,STATOIL POLAND,,,58-623 56 56,ul. Morska 78A,81-255 Gdynia,Gdynia,Pomorskie,Poland,(058) 623 56 33,,,,,,N,No / No,,,5909000540507,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2001-04-24,,Not Entered PL,Marek Krasuń,00.00-24.00,,,,18.506047,54.528803,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, TruckDiesel Network","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Gdynia, Morska",PL
70578,STATOIL BIAŁYSTOK,STATOIL POLAND,,,85-664 20 77,ul. Poleska 11,15-476 Białystok,Białystok,Podlaskie,Poland,(085) 664 20 11,,,,,,N,No / No,,,5909000540545,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,2003-08-01,,Not Entered PL,Paweł Małakowski,00.00-24.00,,,,23.167592,53.143325,"ATM, Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Białystok, Poleska",PL
70580,STATOIL BRODNICA,STATOIL POLAND,,,56-498 46 47,ul. Sądowa 6,87-300 Brodnica,Brodnica,Kujawsko-Pomorskie,Poland,(056) 498 49 00,,,,,,N,No / No,,,5909000541955,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-05-21,,Not Entered PL,Krzysztof Zwierzycki,00.00-24.00,,,,19.395089,53.260092,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz","Statoil Brodnica, Sądowa",PL
70581,STATOIL PŁOCK,STATOIL POLAND,,,24-264 10 00,ul. Bielska 61A,09-400 Płock,Płock,Mazowieckie,Poland,(024) 268 96 40,,,,,,N,No / No,,,5909000541504,,,,,,CO/CO,/,,Service Station,Active,Retail Station,Statoil Servicenter,,,1999-08-27,,Not Entered PL,Zbigniew Maciaszek,00.00-24.00,,,,19.702778,52.558297,"Car wash, Made to Go fast food, Routex Atlas, Lounge, Trailer rental, Truck parking, Wifi","miles 95, miles Diesel, milesPLUS 98, milesPLUS Diesel, Supragaz, AdBlue Fuel","Statoil Płock, Bielska",PL
